principio_activo,unidad_de_dispensacion,concentracion,unidad_base,nombre_comercial,fabricante,precio_por_tableta,factoresprecio,numerofactor,categoria_precio
Olmesartan Medoximil,Tableta,Olmesartan Medoxomil 20 mg,mg,Olmedoxtan,Hetero Labs,217.3009299,Bajo,1,Economico
Olmesartan Medoximil,Tableta,Olmesartan Medoxomil 40 mg,mg,Olmedoxtan,Hetero Labs,1010.746269,Bajo,1,Economico
Olmesartan Medoximil,Tableta,Olmesartan Medoxomil 40 mg,mg,Olmedoxtan,Hetero Labs,730.8680077,Medio,2,Economico
Montelukast,Tableta,Montelukast 10 mg,mg,Montelukast,Hetero Labs,393.8534279,Bajo,1,Economico
Montelukast,Tableta,Montelukast 10 mg,mg,Montelukast,Hetero Labs,286.329621,Bajo,1,Economico
Montelukast,Tableta Masticable,Montelukast 4 mg,mg,Montelukast Pediatrico,Hetero Labs,348.0626087,Bajo,1,Economico
Montelukast,Tableta Masticable,Montelukast 4 mg,mg,Montelukast Pediatrico,Hetero Labs,300.0,Bajo,1,Economico
Montelukast,Tableta Masticable,Montelukast 5 mg,mg,Montelukast Pediatrico,Hetero Labs,391.7092973,Medio,2,Economico
Montelukast,Tableta Masticable,Montelukast 5 mg,mg,Montelukast Pediatrico,Hetero Labs,302.5157233,Bajo,1,Economico
Ibuprofeno + Acetaminofen + Cafeina,Tableta,Ibuprofeno 400 mg + Acetaminofen 250 mg + Cafeina 65 mg,mg,Cefadol,New Health,777.7833333,Bajo,1,Economico
Naproxeno,Tableta,Naproxeno 500 mg,mg,Naproxeno,Best,875.7,Alto,3,Economico
Naproxeno,Tableta,Naproxeno 500 mg,mg,Naproxeno,Best,377.8834951,Alto,3,Economico
Naproxeno,Tableta,Naproxeno 250 mg,mg,Naproxeno,Best,437.9,Alto,3,Economico
Fexofenadina,Tableta,Fexofenadina 180 mg,mg,Fexofenadina Clorhidrato,Hetero Labs,1897.6,Bajo,1,Economico
Fexofenadina,Tableta,Fexofenadina 180 mg,mg,Fexofenadina Clorhidrato,Hetero Labs,815.6969027,Alto,3,Economico
Fexofenadina,Tableta,Fexofenadina 120 mg,mg,Fexofenadina,Hetero Labs,950.0,Bajo,1,Economico
Fexofenadina,Tableta,Fexofenadina 120 mg,mg,Fexofenadina,Hetero Labs,780.0,Alto,3,Economico
Mebeverina,Tableta,Mebeverina 135 mg,mg,Duspatalin,Lafrancol,2653.459761,Bajo,1,Economico
Atorvastatina Y Omega 3,Capsula,Omega 3 840 mg + Atorvastatina 20 mg,mg,Lipomega 20,Procaps,6948.448023,Medio,2,Economico
Atorvastatina Y Omega 3,Capsula,Omega 3 840 mg + Atorvastatina 20 mg,mg,Lipomega 20,Procaps,3422.81097,Medio,2,Economico
Atorvastatina Y Omega 3,Capsula,Atorvastatina 20 mg + Omega 3 840 mg,mg,Lipomega 20,Procaps,5169.266968,Medio,2,Economico
Atorvastatina Y Omega 3,Capsula,Atorvastatina 20 mg + Omega 3 840 mg,mg,Lipomega 20,Procaps,4730.941176,Medio,2,Economico
Cefalexina,Capsula,Cefalexina 500 mg,mg,Tiacef,Gimed,938.2,Medio,2,Economico
Mirtazapina,Tableta,Mirtazapina 30 mg,mg,Epilfarmo,Altadis,395.0661458,Bajo,1,Economico
Mirtazapina,Tableta,Mirtazapina 30 mg,mg,Epilfarmo,Altadis,350.0,Medio,2,Economico
Azitromicina,Tableta,Azitromicina 500 mg,mg,Fonkink,Ruecam,2100.565657,Medio,2,Economico
Pilocarpina,Tableta,Pilocarpina 5 mg,mg,Carpix,Legrand,282.2699173,Bajo,1,Economico
Crizotinib,Capsula,Crizotinib 250 mg,mg,Xalkori,Pfizer,257638.401,Medio,2,Muy Costoso
Naproxeno Y Cafeina,Tableta,Naproxeno 220 mg + Cafeina 50 mg,mg,Naprofen,Humax,824.0,Bajo,1,Economico
Naproxeno Y Cafeina,Tableta,Naproxeno 220 mg + Cafeina 50 mg,mg,Naprofen,Humax,499.6392304,Bajo,1,Economico
Tadalafilo,Tableta,Tadalafilo 20 mg,mg,Tadalafilo,Pentacoop,1744.530378,Bajo,1,Economico
Tadalafilo,Tableta,Tadalafilo 20 mg,mg,Tarofil,Comerfar,16590.0,Medio,2,Moderado
Pregabalina,Capsula,Pregabalina 150 mg,mg,Pregabalina,Ecar,1306.866667,Medio,2,Economico
Pregabalina,Capsula,Pregabalina 150 mg,mg,Pregabalina,Ecar,205.8235294,Bajo,1,Economico
Pregabalina,Capsula,Pregabalina 75 mg,mg,Pregabalina,Ecar,661.7180378,Medio,2,Economico
Pregabalina,Capsula,Pregabalina 75 mg,mg,Pregabalina,Ecar,133.6549276,Bajo,1,Economico
Fumarato De Dimetilo,Capsula,Fumarato De Dimetilo 240 mg,mg,Tecfidera,Biogen,68793.0,Medio,2,Costoso
Flurbiprofeno,Tableta,"Flurbiprofeno 8,75 mg",mg,Strepsils Intensive Naranja,Rb Health,1291.0,Medio,2,Economico
Flurbiprofeno,Tableta,"Flurbiprofeno 8,75 mg",mg,Strepsils Intensive Naranja,Rb Health,1108.375,Bajo,1,Economico
Escitalopram,Tableta,Escitalopram 10 mg,mg,Bruliva,Altadis,2392.370912,Medio,2,Economico
Escitalopram,Tableta,Escitalopram 10 mg,mg,Bruliva,Altadis,501.4787879,Medio,2,Economico
Diosmina Y Hesperidina,Capsula,Diosmina Y Hesperidina 500 mg,mg,Neoveins,Healthy America,1134.639635,Alto,3,Economico
Escitalopram,Tableta,Escitalopram 20 mg,mg,Bruliva,Altadis,3567.350248,Medio,2,Economico
Escitalopram,Tableta,Escitalopram 20 mg,mg,Bruliva,Altadis,850.0,Medio,2,Economico
Valaciclovir,Tableta,Valaciclovir 1000 mg,mg,Hetval,Hetero Labs,2233.333333,Bajo,1,Economico
Valaciclovir,Tableta,Valaciclovir 1000 mg,mg,Hetval,Hetero Labs,2028.799674,Bajo,1,Economico
Valaciclovir,Tableta,Valaciclovir 500 mg,mg,Hetval,Hetero Labs,1726.666667,Bajo,1,Economico
Valaciclovir,Tableta,Valaciclovir 500 mg,mg,Hetval,Hetero Labs,1377.482546,Bajo,1,Economico
Eliglustat,Capsula,Eliglustat 84 mg,mg,Cerdelga,Genzyme,916015.1944,Medio,2,Muy Costoso
Drospirenona Y Etinilestradiol,Tableta,"Drospirenona 3 mg + Etinilestradiol 0,03 mg",mg,Rosina,Gedeon Richter,1147.047619,Medio,2,Economico
Acetilcisteina,Tableta Efervescente,Acetilcisteina 200 mg,mg,Acemuk,Siegfried,1654.157143,Medio,2,Economico
Etoricoxib,Tableta,Etoricoxib 120 mg,mg,Etoricoxib,Genfar,4012.232294,Medio,2,Economico
Ciclobenzaprina,Tableta,Ciclobenzaprina 10 mg,mg,Ciclobenzaprina Clorhidrato,Momenta,1297.811934,Bajo,1,Economico
Ciclobenzaprina,Tableta,Ciclobenzaprina 10 mg,mg,Ciclobenzaprina Clorhidrato,Momenta,450.889426,Bajo,1,Economico
Sertralina,Tableta,Sertralina 50 mg,mg,Desfatigan,Altadis,2654.221872,Medio,2,Economico
Sertralina,Tableta,Sertralina 50 mg,mg,Desfatigan,Altadis,1553.0,Alto,3,Economico
Sertralina,Tableta,Sertralina 100 mg,mg,Desfatigan,Altadis,3148.868657,Medio,2,Economico
Sertralina,Tableta,Sertralina 100 mg,mg,Desfatigan,Altadis,1118.0,Alto,3,Economico
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Winadol,Lacico,351.2581579,Medio,2,Economico
Anastrozol,Tableta,Anastrozol 1 mg,mg,Prazolar,Cipla,777.3019608,Medio,2,Economico
Micofenolato De Mofetilo,Tableta,Micofenolato De Mofetilo 500 mg,mg,Tecnozida,Altadis,1800.0,Alto,3,Economico
Tenofovir Y Emtricitabina,Tableta,Tenofovir 300 mg + Emtricitabina 200 mg,mg,Emtrifovir,Farmatech,972.7033869,Alto,3,Economico
Pregabalina,Capsula,Pregabalina 75 mg,mg,Epibalin,Msn Laboratories Private,472.2330097,Bajo,1,Economico
Pregabalina,Capsula,Pregabalina 75 mg,mg,Epibalin,Msn Laboratories Private,118.1305365,Bajo,1,Economico
Pregabalina,Capsula,Pregabalina 300 mg,mg,Epibalin,Msn Laboratories Private,397.6452397,Bajo,1,Economico
Pregabalina,Capsula,Pregabalina 300 mg,mg,Epibalin,Msn Laboratories Private,1359.827586,Bajo,1,Economico
Pregabalina,Capsula,Pregabalina 150 mg,mg,Epibalin,Msn Laboratories Private,1752.7,Medio,2,Economico
Pregabalina,Capsula,Pregabalina 150 mg,mg,Epibalin,Msn Laboratories Private,175.3911528,Bajo,1,Economico
Etinilestradiol Y Dienogest,Tableta,"Etinilestradiol 0,03 mg + Dienogest 2 mg",mg,Dienille,Exeltis,643.5956517,Alto,3,Economico
Trimebutina Y Simeticona,Tableta,Trimebutina 200 mg + Simeticona 120 mg,mg,Coltrim Plus,Novamed,1621.494891,Medio,2,Economico
Tadalafilo,Tableta,Tadalafilo 5 mg,mg,Tada,Eurofarma,4069.44,Medio,2,Economico
Tadalafilo,Tableta,Tadalafilo 5 mg,mg,Tada,Eurofarma,120.0,Bajo,1,Economico
Lacosamida,Tableta,Lacosamida 50 mg,mg,Lacotem,Monte Verde,2538.571429,Alto,3,Economico
Lacosamida,Tableta,Lacosamida 50 mg,mg,Lacotem,Monte Verde,934.3973221,Medio,2,Economico
Lacosamida,Tableta,Lacosamida 100 mg,mg,Lacotem 100,Monte Verde,5173.618587,Alto,3,Economico
Lacosamida,Tableta,Lacosamida 100 mg,mg,Lacotem 100,Monte Verde,1506.589948,Medio,2,Economico
Lacosamida,Tableta,Lacosamida 150 mg,mg,Lacotem 150,Monte Verde,2566.598826,Medio,2,Economico
Lacosamida,Tableta,Lacosamida 200 mg,mg,Lacotem,Monte Verde,9737.142857,Medio,2,Economico
Lacosamida,Tableta,Lacosamida 200 mg,mg,Lacotem,Monte Verde,2512.559322,Medio,2,Economico
Quetiapina,Tableta,Quetiapina 25 mg,mg,Tiquepin,Hetero Labs,144.6238426,Bajo,1,Economico
Quetiapina,Tableta,Quetiapina 25 mg,mg,Tiquepin,Hetero Labs,100.6618436,Bajo,1,Economico
Quetiapina,Tableta,Quetiapina 300 mg,mg,Tiquepin,Hetero Labs,1600.0,Bajo,1,Economico
Quetiapina,Tableta,Quetiapina 300 mg,mg,Tiquepin,Hetero Labs,450.1253185,Bajo,1,Economico
Quetiapina,Tableta,Quetiapina 200 mg,mg,Tiquepin,Hetero Labs,1666.666667,Bajo,1,Economico
Quetiapina,Tableta,Quetiapina 200 mg,mg,Tiquepin,Hetero Labs,300.4260032,Bajo,1,Economico
Quetiapina,Tableta,Quetiapina 100 mg,mg,Tiquepin,Hetero Labs,496.5249538,Bajo,1,Economico
Quetiapina,Tableta,Quetiapina 100 mg,mg,Tiquepin,Hetero Labs,164.8776826,Bajo,1,Economico
Dapagliflozina Y Metformina,Tableta,Dapagliflozina 10 mg + Metformina 1000 mg,mg,Xigduo,Astrazeneca,4655.0,Medio,2,Economico
Dapagliflozina Y Metformina,Tableta,Dapagliflozina 10 mg + Metformina 1000 mg,mg,Xigduo,Astrazeneca,3792.276921,Medio,2,Economico
Espironolactona,Tableta,Espironolactona 25 mg,mg,Espironolactona,Mk,580.4894411,Alto,3,Economico
Espironolactona,Tableta,Espironolactona 25 mg,mg,Espironolactona,Mk,309.0622407,Alto,3,Economico
Pirfenidona,Capsula,Pirfenidona 267 mg,mg,Esbriet,Roche,27288.45556,Medio,2,Moderado
Terbinafina,Tableta,Terbinafina 250 mg,mg,Hongoderm,Quimica Patric,1260.619568,Bajo,1,Economico
Lansoprazol,Capsula,Lansoprazol 30 mg,mg,Langenix,Hetero Labs,251.8824136,Medio,2,Economico
Lansoprazol,Capsula,Lansoprazol 30 mg,mg,Langenix,Hetero Labs,204.0,Medio,2,Economico
Darunavir,Tableta,Darunavir 600 mg,mg,Daruhet,Hetero Labs,3362.666667,Medio,2,Economico
Afatinib,Tableta,Afatinib 30 mg,mg,Giotrif,Boehringer,180049.9722,Medio,2,Costoso
Afatinib,Tableta,Afatinib 40 mg,mg,Giotrif,Boehringer,240728.3636,Medio,2,Muy Costoso
Dienogest Y Etinilestradiol,Tableta,"Dienogest 2 mg + Etinilestradiol 0,03 mg",mg,Sibilla,Gedeon Richter,629.0952381,Medio,2,Economico
Pregabalina,Capsula,Pregabalina 25 mg,mg,Neubalin,Hetero Labs,272.6197379,Bajo,1,Economico
Pregabalina,Capsula,Pregabalina 25 mg,mg,Neubalin,Hetero Labs,255.9809264,Bajo,1,Economico
Desogestrel,Tableta,"Desogestrel 0,075 mg",mg,Tejania,Gedeon Richter,403.6785714,Bajo,1,Economico
Bisoprolol,Tableta,Bisoprolol 5 mg,mg,Bisoprolol,Tecnoquimicas,449.8567567,Bajo,1,Economico
Bisoprolol,Tableta,Bisoprolol 5 mg,mg,Bisoprolol,Tecnoquimicas,363.736692,Medio,2,Economico
Bisoprolol,Tableta,"Bisoprolol 2,5 mg",mg,Bisoprolol,Mk,221.3699502,Bajo,1,Economico
Bisoprolol,Tableta,"Bisoprolol 2,5 mg",mg,Bisoprolol,Mk,196.2495325,Bajo,1,Economico
Levocetirizina,Tableta,Levocetirizina 5 mg,mg,Cetrilev,Hetero Labs,1160.0,Bajo,1,Economico
Levocetirizina,Tableta,Levocetirizina 5 mg,mg,Cetrilev,Hetero Labs,963.0,Medio,2,Economico
Aripiprazol,Tableta,Aripiprazol 15 mg,mg,Prazentol,Altadis,3044.455357,Bajo,1,Economico
Aripiprazol,Tableta,Aripiprazol 15 mg,mg,Prazentol,Altadis,380.0,Medio,2,Economico
Fexofenadina,Tableta,Fexofenadina 180 mg,mg,Fexofenadina,Ecar,4309.903846,Medio,2,Economico
Fexofenadina,Tableta,Fexofenadina 180 mg,mg,Fexofenadina,Ecar,440.6358504,Bajo,1,Economico
Ritonavir,Tableta,Ritonavir 100 mg,mg,Ritonavir,Saluspharma,687.9617834,Bajo,1,Economico
Levofloxacina,Tableta,Levofloxacina 750 mg,mg,Prinf,Eurofarma,23872.84563,Alto,3,Moderado
Levofloxacina,Tableta,Levofloxacina 750 mg,mg,Prinf,Eurofarma,649.1542034,Bajo,1,Economico
Drospirenona Y Etinilestradiol,Tableta,Etinilestradiol 20 mcg + Drospirenona 3 mg,mcg,Jolian,Gedeon Richter,865.0,Medio,2,Economico
Lopinavir Y Ritonavir,Tableta,Lopinavir 200 mg + Ritonavir 50 mg,mg,Ritopin,Hetero Labs,870.0,Alto,3,Economico
Lopinavir Y Ritonavir,Tableta,Lopinavir 200 mg + Ritonavir 50 mg,mg,Ritopin,Hetero Labs,729.0086207,Alto,3,Economico
Antigripal,Capsula,Antigripal,mg,Pax Forte,Eurofarma,1336.562808,Alto,3,Economico
Duloxetina,Capsula,Duloxetina 30 mg,mg,Duxetero,Hetero Labs,756.6666667,Bajo,1,Economico
Duloxetina,Capsula,Duloxetina 30 mg,mg,Duxetero,Hetero Labs,426.3235854,Bajo,1,Economico
Tenofovir Y Emtricitabina,Tableta,Emtricitabina 200 mg + Tenofovir 300 mg,mg,Emtricitabina,Saluspharma,775.8907363,Medio,2,Economico
Vitamina B6,Tableta,Piridoxina 50 mg,mg,Piridoxina,Saluspharma,63.44993192,Alto,3,Economico
Rupatadina,Tableta,Rupatadina 10 mg,mg,Rupafin,J Uriach,6608.2,Medio,2,Economico
Rupatadina,Tableta,Rupatadina 10 mg,mg,Rupafin,J Uriach,6063.0,Medio,2,Economico
Imatinib,Tableta,Imatinib 400 mg,mg,Lematin,Sun Pharmaceutical,14394.05104,Medio,2,Moderado
Capecitabina,Tableta,Capecitabina 500 mg,mg,Capiibine,Dr Reddys,1783.39165,Medio,2,Economico
Difenhidramina,Capsula,Difenhidramina 50 mg,mg,Difenhidramina Clorhidrato,Saluspharma,97.14603781,Alto,3,Economico
Difenhidramina,Capsula,Difenhidramina 50 mg,mg,Difenhidramina Clorhidrato,Saluspharma,332.2832656,Alto,3,Economico
Warfarina,Tableta,Warfarina 5 mg,mg,Warfarina,Saluspharma,449.6122855,Medio,2,Economico
Warfarina,Tableta,Warfarina 5 mg,mg,Warfarina,Saluspharma,108.0914194,Bajo,1,Economico
Amlodipino,Tableta,"Amlodipino 2,5 mg",mg,Alencal,Closter Pharma,2578.380137,Medio,2,Economico
Amlodipino,Tableta,"Amlodipino 2,5 mg",mg,Alencal,Closter Pharma,1374.837192,Medio,2,Economico
Nebivolol,Tableta,Nebivolol 5 mg,mg,Nebivolol,Mk,1349.360127,Medio,2,Economico
Nebivolol,Tableta,Nebivolol 5 mg,mg,Nebivolol,Mk,624.8361204,Medio,2,Economico
Solifenacina,Tableta,Solifenacina 10 mg,mg,Vesicare,Astellas,4828.0,Alto,3,Economico
Solifenacina,Tableta,Solifenacina 10 mg,mg,Vesicare,Astellas,4690.251337,Alto,3,Economico
Bisoprolol,Tableta,Bisoprolol 5 mg,mg,Bisoprolol,Genfar,543.8372028,Medio,2,Economico
Bisoprolol,Tableta,Bisoprolol 5 mg,mg,Bisoprolol,Genfar,368.0908775,Medio,2,Economico
Deferasirox,Tableta,Deferasirox 180 mg,mg,Jadenu,Novartis,26915.0,Alto,3,Moderado
Deferasirox,Tableta,Deferasirox 360 mg,mg,Jadenu,Novartis,53831.0,Medio,2,Costoso
Deferasirox,Tableta,Deferasirox 360 mg,mg,Jadenu,Novartis,53831.0,Alto,3,Costoso
Nimesulida,Tableta,Nimesulida 100 mg,mg,Acamol,Mackey,880.0,Medio,2,Economico
Tadalafilo,Tableta,Tadalafilo 20 mg,mg,Flechsex,Gimed,11642.5,Medio,2,Moderado
Rosuvastatina,Tableta,Rosuvastatina 10 mg,mg,Litorvas,Patmar,2616.324324,Bajo,1,Economico
Aciclovir,Tableta,Aciclovir 800 mg,mg,Viroxil,Gimed,2328.5,Alto,3,Economico
Atorvastatina,Tableta,Atorvastatina 40 mg,mg,Sin Ater,Gimed,2383.3,Medio,2,Economico
Fluconazol Y Secnidazol,Tableta,Secnidazol 1000 mg + Fluconazol 75 mg,mg,Secflu,Joinpharm,13450.17523,Alto,3,Moderado
Levofloxacina,Tableta,Levofloxacina 500 mg,mg,Joinlev,Joinpharm,15531.31868,Alto,3,Moderado
Mirabegron,Tableta,Mirabegron 25 mg,mg,Myrbetric,Astellas,2168.0,Medio,2,Economico
Mirabegron,Tableta,Mirabegron 25 mg,mg,Myrbetric,Astellas,2116.209314,Medio,2,Economico
Metadona,Tableta,Metadona 40 mg,mg,Methadose,Grunenthal,6959.42351,Medio,2,Economico
Claritromicina,Tableta,Claritromicina 500 mg,mg,Requelar,Anzg,7000.0,Alto,3,Economico
Sultamicilina,Tableta,Sultamicilina 750 mg,mg,Sulmic,Joinpharm,10678.62282,Medio,2,Moderado
Trametinib,Tableta,Trametinib 2 mg,mg,Mekinist,Novartis,414491.0,Medio,2,Muy Costoso
Cetirizina + Fenilefrina + Ibuprofeno,Capsula,Fenilefrina 20 mg + Cetirizina 5 mg + Ibuprofeno 200 mg,mg,Congestex,Novamed,1320.336526,Medio,2,Economico
Cetirizina + Fenilefrina + Ibuprofeno,Capsula,Fenilefrina 20 mg + Cetirizina 5 mg + Ibuprofeno 200 mg,mg,Congestex,Novamed,1100.0,Medio,2,Economico
Cetirizina + Fenilefrina + Ibuprofeno,Capsula,Ibuprofeno 200 mg + Fenilefrina 20 mg + Cetirizina 5 mg,mg,Congestex,Novamed,966.3056614,Medio,2,Economico
Metocarbamol Y Ibuprofeno,Tableta,Ibuprofeno 400 mg + Metocarbamol 500 mg,mg,Spasmoflex,Farma,2414.425,Medio,2,Economico
Hidroclorotiazida Y Irbesartan,Tableta,Hidroclorotiazida 150 mg + Irbesartan 150 mg,mg,Irbeprex H,Mega Labs,902.0835897,Medio,2,Economico
Hidroclorotiazida Y Irbesartan,Tableta,Hidroclorotiazida 150 mg + Irbesartan 150 mg,mg,Irbeprex H,Mega Labs,312.6411669,Medio,2,Economico
Irbesartan,Tableta,Irbesartan 150 mg,mg,Irbeprex,Mega Labs,799.0957758,Alto,3,Economico
Irbesartan,Tableta,Irbesartan 150 mg,mg,Irbeprex,Mega Labs,305.073063,Medio,2,Economico
Solifenacina Y Tamsulosina,Tableta,"Solifenacina 6 mg + Tamsulosina 0,4 mg",mg,Vesomni,Astellas,5777.0,Medio,2,Economico
Solifenacina Y Tamsulosina,Tableta,"Solifenacina 6 mg + Tamsulosina 0,4 mg",mg,Vesomni,Astellas,4600.0,Medio,2,Economico
Cabergolina,Tableta,"Cabergolina 0,5 mg",mg,Cabergolina,Mk,5389.487795,Bajo,1,Economico
Cabergolina,Tableta,"Cabergolina 0,5 mg",mg,Cabergolina,Mk,4710.687708,Medio,2,Economico
Fenitoina,Capsula,Fenitoina 100 mg,mg,Fenitoina,Mk,14399.07684,Alto,3,Moderado
Fenitoina,Capsula,Fenitoina 100 mg,mg,Fenitoina,Mk,14000.0,Alto,3,Moderado
Cetirizina + Fenilefrina + Ibuprofeno,Capsula,Cetirizina 5 mg + Ibuprofeno 200 mg + Fenilefrina 10 mg,mg,Legrip Plus,Coopidrogas,1609.266667,Medio,2,Economico
Cetirizina + Fenilefrina + Ibuprofeno,Capsula,Ibuprofeno 200 mg + Fenilefrina 10 mg + Cetirizina 5 mg,mg,Legrip Plus,Coopidrogas,695.9780937,Alto,3,Economico
Cetirizina + Fenilefrina + Ibuprofeno,Capsula,Fenilefrina 10 mg + Cetirizina 5 mg + Ibuprofeno 200 mg,mg,Next Gl Genomma Lab,Genoma,1354.972035,Medio,2,Economico
Cetirizina + Fenilefrina + Ibuprofeno,Capsula,Ibuprofeno 200 mg + Cetirizina 5 mg + Fenilefrina 10 mg,mg,Next Gl Genomma Lab,Genoma,1396.329792,Medio,2,Economico
Ticagrelor,Tableta,Ticagrelor 60 mg,mg,Brilinta,Astrazeneca,2310.0,Alto,3,Economico
Bromuro De Pinaverio Y Simeticona,Capsula,Bromuro De Pinaverio 100 mg + Dimeticona 300 mg,mg,Dispax,Novamed,2819.277108,Medio,2,Economico
Bromuro De Pinaverio Y Simeticona,Capsula,Bromuro De Pinaverio 100 mg + Dimeticona 300 mg,mg,Dispax,Novamed,6673.700594,Medio,2,Economico
Clindamicina,Capsula,Clindamicina 300 mg,mg,Baclin,Bioquimico Pharma,746.1666667,Bajo,1,Economico
Levonorgestrel,Tableta,"Levonorgestrel 1,5 mg",mg,Evinet,Procaps,13649.11948,Alto,3,Moderado
Levonorgestrel,Tableta,"Levonorgestrel 1,5 mg",mg,Evinet,Procaps,2500.0,Alto,3,Economico
Pilocarpina,Tableta,Pilocarpina 5 mg,mg,Picarpin,Humax,533.5570906,Medio,2,Economico
Multivitaminas Y Minerales,Capsula,Multivitaminas Y Minerales,IU,P-Natal,Healthy America,621.8785796,Bajo,1,Economico
Nitazoxanida,Tableta,Nitazoxanida 500 mg,mg,Giarfin,Adexa,4294.117647,Medio,2,Economico
Trimebutina Y Simeticona,Tableta,Trimebutina 200 mg + Simeticona 120 mg,mg,Trimebutina + Simeticona,Colmed,1513.499949,Bajo,1,Economico
Trimebutina Y Simeticona,Tableta,Trimebutina 200 mg + Simeticona 120 mg,mg,Trimebutina + Simeticona,Colmed,600.4136691,Bajo,1,Economico
Tadalafilo,Tableta,Tadalafilo 5 mg,mg,Ludika,Ecar,1322.593466,Bajo,1,Economico
Tadalafilo,Tableta,Tadalafilo 5 mg,mg,Ludika,Ecar,283.4232006,Bajo,1,Economico
Doxiciclina,Capsula,Doxiciclina 100 mg,mg,Doxitrin F,Bioquimico Pharma,516.5729671,Bajo,1,Economico
Terbinafina,Tableta,Terbinafina 250 mg,mg,Terbiderm,Pharmaderm,6035.714789,Alto,3,Economico
Eritromicina,Tableta,Eritromicina 500 mg,mg,Eritromicina,Genfar,348.6108844,Bajo,1,Economico
Eritromicina,Tableta,Eritromicina 500 mg,mg,Eritromicina,Genfar,936.1276762,Medio,2,Economico
Rasagilina,Tableta,Rasagilina 1 mg,mg,Zagil,Genepharm,1824.715262,Bajo,1,Economico
Oxibutinina,Tableta,Oxibutinina 5 mg,mg,Sinorin,Quirupos,390.0,Medio,2,Economico
Azitromicina,Tableta,Azitromicina 500 mg,mg,Atromizin,Quirupos,2077.547722,Medio,2,Economico
Trimebutina,Tableta,Trimebutina 200 mg,mg,Bi-Pasmin,Bioquimico Pharma,308.8600754,Bajo,1,Economico
Meloxicam,Tableta,Meloxicam 15 mg,mg,Henoclox,Geneca Pharm,1774.285714,Medio,2,Economico
Cetirizina + Fenilefrina + Ibuprofeno,Capsula,Ibuprofeno 200 mg + Fenilefrina 10 mg + Cetirizina 5 mg,mg,Alcadol Gripa,High Nutrition,626.1,Bajo,1,Economico
Pantoprazol,Capsula,Pantoprazol 40 mg,mg,Gastropanto,Especialistas Farmaceuticos,3500.0,Medio,2,Economico
Carvedilol,Tableta,"Carvedilol 6,25 mg",mg,Carvedilol,Tecnoquimicas,235.5837101,Medio,2,Economico
Carvedilol,Tableta,"Carvedilol 6,25 mg",mg,Carvedilol,Tecnoquimicas,87.45502092,Medio,2,Economico
Carvedilol,Tableta,"Carvedilol 12,5 mg",mg,Carvedilol,Mk,469.7437686,Medio,2,Economico
Carvedilol,Tableta,"Carvedilol 12,5 mg",mg,Carvedilol,Mk,143.4505723,Medio,2,Economico
Antigripal,Capsula,Antigripal,mg,Dosgrip,Juan David Imbachi Villareal,402.0,Medio,2,Economico
Ibuprofeno Y Cafeina,Capsula,Ibuprofeno 400 mg + Cafeina 60 mg,mg,Dolivium Fem,Nti New Trade,720.0,Medio,2,Economico
Tenofovir + Emtricitabina + Efavirenz,Tableta,Emtricitabina 200 mg + Efavirenz 600 mg + Tenofovir 300 mg,mg,Tenomune,Cipla,1250.0,Medio,2,Economico
Rasagilina,Tableta,Rasagilina 1 mg,mg,Zagil,Genepharm,1457.110991,Bajo,1,Economico
Azitromicina,Tableta,Azitromicina 500 mg,mg,Milagram,Anglopharma,1833.333333,Bajo,1,Economico
Tacrolimus,Capsula,"Tacrolimus 0,5 mg",mg,Tacrolimus,Sandoz,1662.0,Medio,2,Economico
Tacrolimus,Capsula,"Tacrolimus 0,5 mg",mg,Tacrolimus,Sandoz,1574.941176,Medio,2,Economico
Alizaprida,Tableta,Alizaprida 50 mg,mg,Aliprid,Farmatech,3644.623946,Bajo,1,Economico
Alizaprida,Tableta,Alizaprida 50 mg,mg,Aliprid,Farmatech,1957.797915,Bajo,1,Economico
Pantoprazol,Capsula,Pantoprazol 40 mg,mg,Gazu,Ruecam,1200.0,Bajo,1,Economico
Glucosamina Y Condroitina,Capsula,Condroitina 400 mg + Glucosamina 500 mg,mg,Glucosamine & Chondroitin,Natural Systems,364.3332947,Medio,2,Economico
Bosutinib,Tableta,Bosutinib 100 mg,mg,Bosulif,Pfizer,65795.55,Medio,2,Costoso
Antigripal,Capsula,Antigripal,mg,Asobroncol Gripa,Rociphar,364.9261444,Bajo,1,Economico
Tofacitinib,Tableta,Tofacitinib 11 mg,mg,Xeljanz Xr,Pfizer,58518.6962,Medio,2,Costoso
Budesonida,Tableta,Budesonida 9 mg,mg,Cortiment Mmx,Ferring,10203.7875,Medio,2,Moderado
Budesonida,Tableta,Budesonida 9 mg,mg,Cortiment Mmx,Ferring,10034.27215,Medio,2,Moderado
Indapamida Y Valsartan,Tableta,"Valsartan 160 mg + Indapamida 1,25 mg",mg,Cardikin 160/1.25,Legrand,2758.111837,Medio,2,Economico
Indapamida Y Valsartan,Tableta,"Valsartan 160 mg + Indapamida 1,25 mg",mg,Cardikin 160/1.25,Legrand,2594.265233,Medio,2,Economico
Etoricoxib,Tableta,Etoricoxib 90 mg,mg,Etoricoxib,Genfar,3031.198916,Bajo,1,Economico
